OTUID,Kingdom,conf,Phylum,conf,Class,conf,Order,conf,Family,conf,Genus,conf
OTU_1216,Fungi,0.46,Ascomycota,0.138,Taphrinomycetes,0.0097,Taphrinales,0.0007,Protomycetaceae,0,Protomyces,0
OTU_1210,Fungi,0.92,Chytridiomycota,0.828,Incertae_Sedis,0.7618,Chytridiomycetes,0.6856,Chytridiales,0.5348,uncultured_Chytridiales,0.2727
OTU_1217,Fungi,0.41,Ascomycota,0.1189,Eurotiomycetes,0.0131,Onygenales,0.0013,Ajellomycetaceae,0.0001,Ajellomyces,0
OTU_1220,Fungi,0.4,Cryptomycota,0.02,Incertae_Sedis,0.003,Incertae_Sedis,0.0002,Incertae_Sedis,0,Rozella,0
OTU_1222,Fungi,0.49,Ascomycota,0.1078,Sordariomycetes,0.0065,Hypocreales,0.0004,Stereopsis_radicans,0,,
OTU_1224,Fungi,0.37,Ascomycota,0.0703,Sordariomycetes,0.0042,Hypocreales,0.0003,Stereopsis_radicans,0,,
OTU_1218,Fungi,1,Ascomycota,1,Lecanoromycetes,0.56,Teloschistales,0.2128,Megalosporaceae,0.0809,Sipmaniella,0.0307
OTU_1228,Fungi,0.59,Chytridiomycota,0.2537,Incertae_Sedis,0.1116,Chytridiomycetes,0.048,Chytridiales,0.0154,uncultured_Chytridiomycota,0.0025
OTU_1230,Fungi,0.41,Entomophthoromycota,0.0369,Incertae_Sedis,0.0044,Entomophthorales,0.0004,Entomophthoraceae,0,Entomophaga,0
OTU_1232,Fungi,0.62,Ascomycota,0.2604,Archaeorhizomycetes,0.0365,Archaeorhizomycetales,0.0051,Archaeorhizomycetaceae,0.0007,Archaeorhizomyces,0.0001
OTU_1233,Fungi,0.48,Ascomycota,0.2208,Dothideomycetes,0.0729,Capnodiales,0.0233,Teratosphaeriaceae,0.0044,Parapenidiella,0.0007
OTU_1229,Fungi,0.57,Chytridiomycota,0.1197,Incertae_Sedis,0.0431,Chytridiomycetes,0.009,Rhizophlyctidales,0.0007,uncultured_soil_fungus,0.0001
OTU_1234,Fungi,0.57,Incertae_Sedis,0.0741,Incertae_Sedis,0.0089,Harpellales,0.0007,Zancudomyces_culisetae,0,,
OTU_1237,Fungi,0.78,Ascomycota,0.546,Sordariomycetes,0.344,Hypocreales,0.1342,Hypocreales_sp._GMG_PPb3,0.0107,,
OTU_1239,Fungi,0.64,Ascomycota,0.3648,Sordariomycetes,0.2043,Sordariales,0.0225,Cephalothecaceae,0.0022,Albertiniella,0.0002
OTU_1238,Fungi,0.54,Incertae_Sedis,0.1404,Incertae_Sedis,0.0407,Harpellales,0.0102,Legeriomycetaceae,0.002,Smittium,0.0004
OTU_1243,Fungi,0.38,Ascomycota,0.038,Sordariomycetes,0.0027,Hypocreales,0.0002,Stereopsis_radicans,0,,
OTU_1248,Fungi,0.7,Ascomycota,0.434,Sordariomycetes,0.2517,Xylariales,0.0227,Xylaria_sp._JS573,0.0014,,
OTU_1249,Fungi,0.48,Ascomycota,0.192,Dothideomycetes,0.0346,Capnodiales,0.0055,Incertae_Sedis,0.0008,Conidiocarpus,0
OTU_1253,Fungi,0.36,Ascomycota,0.0684,Sordariomycetes,0.0034,Hypocreales,0.0002,Stereopsis_radicans,0,,
OTU_1258,Fungi,0.73,Ascomycota,0.3577,Saccharomycetes,0.1037,Saccharomycetales,0.0301,Incertae_Sedis,0.0078,Candida,0.0016
OTU_1256,Fungi,0.91,Chytridiomycota,0.8099,Incertae_Sedis,0.737,Chytridiomycetes,0.6559,Chytridiales,0.5641,uncultured_eukaryote,0.4231
OTU_1261,Fungi,0.5,Ascomycota,0.115,Sordariomycetes,0.0058,Hypocreales,0.0003,Stereopsis_radicans,0,,
OTU_1260,Fungi,0.62,Incertae_Sedis,0.1116,Incertae_Sedis,0.0335,Harpellales,0.006,Legeriomycetaceae,0.0008,Smittium,0.0001
OTU_1267,Fungi,0.73,Ascomycota,0.5329,Sordariomycetes,0.3784,Xylariales,0.0416,Incertae_Sedis,0.015,Diatrypasimilis,0.0015
OTU_1268,Fungi,0.52,Incertae_Sedis,0.0884,Incertae_Sedis,0.0221,Harpellales,0.0031,Zancudomyces_culisetae,0.0003,,
OTU_1269,Fungi,0.49,Ascomycota,0.1911,Eurotiomycetes,0.0325,Onygenales,0.0049,Arthrodermataceae,0.0005,Trichophyton,0.0001
OTU_1270,Fungi,0.48,Incertae_Sedis,0.024,Incertae_Sedis,0.0038,Harpellales,0.0002,Legeriomycetaceae,0,Capniomyces,0
OTU_1273,Fungi,0.53,Ascomycota,0.1908,Sordariomycetes,0.0229,Hypocreales,0.0027,Stereopsis_radicans,0.0003,,
OTU_1275,Fungi,0.95,Chytridiomycota,0.3325,Incertae_Sedis,0.1463,Chytridiomycetes,0.0512,Rhizophydiales,0.0087,f:uncultured,0.0011
OTU_1284,Fungi,0.47,Basidiomycota,0.1363,Agaricomycetes,0.0218,s:uncultured_Boletaceae,0.0011,,,,
OTU_1281,Fungi,1,Basidiomycota,1,Wallemiomycetes,1,Wallemiales,1,Incertae_Sedis,1,Wallemia,1
OTU_1288,Fungi,0.86,Ascomycota,0.7138,Dothideomycetes,0.414,Capnodiales,0.2029,Teratosphaeriaceae,0.0629,Parapenidiella,0.0182
OTU_1289,Fungi,0.49,Ascomycota,0.0882,Sordariomycetes,0.0088,Hypocreales,0.0009,Stereopsis_radicans,0.0001,,
OTU_1297,Fungi,0.49,Ascomycota,0.1519,Dothideomycetes,0.0182,Capnodiales,0.0015,Mycosphaerellaceae,0.0001,Mycosphaerella,0
OTU_1296,Fungi,0.48,Incertae_Sedis,0.072,Incertae_Sedis,0.0115,Harpellales,0.0013,Zancudomyces_culisetae,0.0001,,
OTU_1302,Fungi,0.73,Ascomycota,0.5037,Sordariomycetes,0.3476,Hypocreales,0.219,Incertae_Sedis,0.1007,Sarocladium,0.0171
OTU_1301,Fungi,0.79,Ascomycota,0.5609,Sordariomycetes,0.387,Hypocreales,0.1703,Incertae_Sedis,0.0392,Sarocladium,0.0023
OTU_1299,Fungi,0.33,Cryptomycota,0.0264,uncultured_eukaryote,0.0029,,,,,d:Eukaryota,
OTU_1303,Fungi,0.36,Entomophthoromycota,0.0252,Incertae_Sedis,0.003,Entomophthorales,0.0002,Ancylistaceae,0,Conidiobolus,0
OTU_1304,Fungi,0.75,Ascomycota,0.4875,Sordariomycetes,0.2925,Xylariales,0.0293,Incertae_Sedis,0.0064,Diatrypasimilis,0.0003
OTU_1305,Fungi,0.43,Ascomycota,0.1247,Sordariomycetes,0.0087,Hypocreales,0.0005,Stereopsis_radicans,0,,
OTU_1307,Fungi,0.73,Ascomycota,0.4745,Sordariomycetes,0.2657,Sordariales,0.0399,Cephalothecaceae,0.0048,Albertiniella,0.0006
OTU_1312,Fungi,0.57,Ascomycota,0.2964,Sordariomycetes,0.1482,Microascales,0.0222,Incertae_Sedis,0.0036,Sphaeronaemella,0.0003
OTU_1311,Fungi,0.61,Incertae_Sedis,0.0732,Incertae_Sedis,0.0088,Harpellales,0.0011,Legeriomycetaceae,0.0001,Smittium,0
OTU_1313,Fungi,0.59,Ascomycota,0.2832,Dothideomycetes,0.1161,Capnodiales,0.0383,Teratosphaeriaceae,0.0065,Parapenidiella,0.0009
OTU_1315,Fungi,0.8,Chytridiomycota,0.384,Incertae_Sedis,0.1958,Chytridiomycetes,0.094,Chytridiales,0.0235,uncultured_Chytridiomycota,0.0068
OTU_1316,Fungi,0.97,Incertae_Sedis,0.8536,Incertae_Sedis,0.828,Endogonales,0.7204,Mucoromycotina_sp._T3-a,0.1225,,
OTU_1322,Fungi,0.41,Ascomycota,0.0943,Leotiomycetes,0.0104,Erysiphales,0.001,Erysiphaceae,0.0001,Erysiphe,0
OTU_1319,Fungi,0.97,Incertae_Sedis,0.873,Incertae_Sedis,0.8293,Endogonales,0.7464,Mucoromycotina_sp._MIB_8359,0.2314,,
OTU_1325,Fungi,0.6,Ascomycota,0.294,Sordariomycetes,0.1323,Xylariales,0.0172,Xylaria_sp._JS573,0.0015,,
OTU_1334,Fungi,0.69,Ascomycota,0.4278,Sordariomycetes,0.2567,Hypocreales,0.0821,uncultured_Dikarya,0.0066,,
OTU_1332,Fungi,0.68,Ascomycota,0.4488,Dothideomycetes,0.1795,Capnodiales,0.0557,Teratosphaeriaceae,0.0117,Parapenidiella,0.0012
OTU_1337,Fungi,0.33,Ascomycota,0.0594,Schizosaccharomycetes,0.0059,Schizosaccharomycetales,0.0006,Schizosaccharomycetaceae,0.0001,Schizosaccharomyces,0
OTU_1335,Fungi,1,Basidiomycota,1,Agaricomycetes,1,Polyporales,0.32,Polyporaceae,0.0608,Spongipellis,0.0091
OTU_1341,Fungi,0.58,Ascomycota,0.2726,Eurotiomycetes,0.0491,Chaetothyriales,0.0039,Lasallia_pustulata,0.0002,,
OTU_1345,Fungi,0.49,Ascomycota,0.2156,Sordariomycetes,0.0647,Hypocreales,0.0194,Stereopsis_radicans,0.0058,,
OTU_1350,Fungi,0.6,Ascomycota,0.294,Leotiomycetes,0.0617,Erysiphales,0.0086,Erysiphaceae,0.0012,Microidium,0.0001
OTU_1354,Fungi,0.65,Ascomycota,0.312,Dothideomycetes,0.1123,Capnodiales,0.0382,Teratosphaeriaceae,0.005,Parapenidiella,0.0003
OTU_1352,Fungi,0.99,Chytridiomycota,0.9801,Incertae_Sedis,0.9703,Chytridiomycetes,0.9606,Chytridiales,0.951,f:Chytridiaceae,0.6277
OTU_1361,Fungi,0.6,Ascomycota,0.204,Sordariomycetes,0.0265,Hypocreales,0.0024,Incertae_Sedis,0.0004,Myrothecium,0
OTU_1362,Fungi,0.51,Ascomycota,0.1836,Sordariomycetes,0.0092,Hypocreales,0.0005,Stereopsis_radicans,0,,
OTU_1360,Fungi,0.99,Chytridiomycota,0.792,Incertae_Sedis,0.6336,Chytridiomycetes,0.5005,Chytridiales,0.3754,uncultured_Chytridiales,0.1089
OTU_1370,Fungi,0.74,Ascomycota,0.4366,Dothideomycetes,0.1703,Capnodiales,0.0664,Teratosphaeriaceae,0.012,Parapenidiella,0.0017
OTU_1366,Fungi,0.68,Cryptomycota,0.1224,uncultured_Cryptomycota,0.0098,,,,,d:Eukaryota,
OTU_1372,Fungi,0.89,Ascomycota,0.7565,Sordariomycetes,0.295,Hypocreales,0.0767,fungal_endophyte,0.0176,,
OTU_1374,Fungi,0.4,Basidiomycota,0.06,Agaricomycetes,0.006,Basidiomycete_symbiont_of_Cyphomyrmex_rimosa,0.0002,,,,
OTU_1375,Fungi,0.4,Ascomycota,0.088,Leotiomycetes,0.0114,Helotiales,0.0015,Sclerotiniaceae,0.0002,Sclerotinia,0
OTU_1388,Fungi,0.38,Ascomycota,0.0798,Geoglossomycetes,0.0032,Geoglossales,0.0001,Geoglossaceae,0,Geoglossum,0
OTU_1394,Fungi,0.53,Ascomycota,0.2226,Dothideomycetes,0.0289,Capnodiales,0.0032,Teratosphaeriaceae,0.0002,Parapenidiella,0
OTU_1395,Fungi,0.42,Ascomycota,0.1386,Saccharomycetes,0.018,Saccharomycetales,0.0023,Saccharomycotina_sp._Y1028-SICYAM1,0.0001,,
